region;kön;år;Totalsumma, mnkr;Antal personer
0138 Tyresö;män;1991;2426.7;13353
0138 Tyresö;män;1992;2434.2;13447
0138 Tyresö;män;1993;2516.1;13421
0138 Tyresö;män;1994;2654.2;13631
0138 Tyresö;män;1995;2750.5;13801
0138 Tyresö;män;1996;2902.1;13937
0138 Tyresö;män;1997;3029.7;14019
0138 Tyresö;män;1998;3202.4;14165
0138 Tyresö;män;1999;3424.8;14334
0138 Tyresö;män;2000;3707.4;14514
0138 Tyresö;män;2001;3902.1;14617
0138 Tyresö;män;2002;3998.1;14718
0138 Tyresö;män;2003;4066.3;14867
0138 Tyresö;män;2004;4167.7;15088
0138 Tyresö;män;2005;4383.0;15380
0138 Tyresö;män;2006;4551.5;15524
0138 Tyresö;män;2007;4862.4;15830
0138 Tyresö;män;2008;5107.0;16088
0138 Tyresö;män;2009;5113.9;16292
0138 Tyresö;män;2010;5265.3;16490
0138 Tyresö;män;2011;5442.9;16694
0138 Tyresö;män;2012;5652.2;16886
0138 Tyresö;män;2013;5883.8;17085
0138 Tyresö;män;2014;6152.9;17512
0138 Tyresö;män;2015;6427.3;17817
0138 Tyresö;män;2016;6728.9;18203
0138 Tyresö;män;2017;6992.0;18355
0138 Tyresö;män;2018;7314.4;18694
0138 Tyresö;män;2019;7532.2;18864
0138 Tyresö;kvinnor;1991;1651.7;13462
0138 Tyresö;kvinnor;1992;1707.2;13595
0138 Tyresö;kvinnor;1993;1776.4;13675
0138 Tyresö;kvinnor;1994;1881.5;13916
0138 Tyresö;kvinnor;1995;1956.8;14143
0138 Tyresö;kvinnor;1996;2067.6;14337
0138 Tyresö;kvinnor;1997;2161.8;14433
0138 Tyresö;kvinnor;1998;2297.2;14593
0138 Tyresö;kvinnor;1999;2450.1;14775
0138 Tyresö;kvinnor;2000;2619.5;14984
0138 Tyresö;kvinnor;2001;2797.1;15184
0138 Tyresö;kvinnor;2002;2912.5;15263
0138 Tyresö;kvinnor;2003;3021.7;15440
0138 Tyresö;kvinnor;2004;3116.1;15657
0138 Tyresö;kvinnor;2005;3237.3;15881
0138 Tyresö;kvinnor;2006;3405.6;16113
0138 Tyresö;kvinnor;2007;3589.7;16366
0138 Tyresö;kvinnor;2008;3786.9;16558
0138 Tyresö;kvinnor;2009;3892.2;16669
0138 Tyresö;kvinnor;2010;3985.6;16871
0138 Tyresö;kvinnor;2011;4159.8;17071
0138 Tyresö;kvinnor;2012;4356.3;17262
0138 Tyresö;kvinnor;2013;4577.4;17507
0138 Tyresö;kvinnor;2014;4805.7;17886
0138 Tyresö;kvinnor;2015;5039.3;18206
0138 Tyresö;kvinnor;2016;5345.4;18607
0138 Tyresö;kvinnor;2017;5528.7;18672
0138 Tyresö;kvinnor;2018;5798.5;18943
0138 Tyresö;kvinnor;2019;5980.4;19122
0139 Upplands-Bro;män;1991;1310.7;7748
0139 Upplands-Bro;män;1992;1314.3;7744
0139 Upplands-Bro;män;1993;1318.3;7589
0139 Upplands-Bro;män;1994;1359.2;7560
0139 Upplands-Bro;män;1995;1417.3;7610
0139 Upplands-Bro;män;1996;1471.1;7656
0139 Upplands-Bro;män;1997;1513.7;7694
0139 Upplands-Bro;män;1998;1619.0;7754
0139 Upplands-Bro;män;1999;1704.8;7857
0139 Upplands-Bro;män;2000;1818.1;7973
0139 Upplands-Bro;män;2001;1917.7;8066
0139 Upplands-Bro;män;2002;1976.0;8149
0139 Upplands-Bro;män;2003;2009.2;8209
0139 Upplands-Bro;män;2004;2056.1;8247
0139 Upplands-Bro;män;2005;2084.4;8245
0139 Upplands-Bro;män;2006;2181.6;8427
0139 Upplands-Bro;män;2007;2342.8;8716
0139 Upplands-Bro;män;2008;2479.9;8910
0139 Upplands-Bro;män;2009;2552.6;9116
0139 Upplands-Bro;män;2010;2651.2;9326
0139 Upplands-Bro;män;2011;2794.5;9459
0139 Upplands-Bro;män;2012;2922.9;9620
0139 Upplands-Bro;män;2013;3014.9;9711
0139 Upplands-Bro;män;2014;3125.8;9904
0139 Upplands-Bro;män;2015;3256.0;10086
0139 Upplands-Bro;män;2016;3465.1;10489
0139 Upplands-Bro;män;2017;3670.0;10848
0139 Upplands-Bro;män;2018;3900.6;11270
0139 Upplands-Bro;män;2019;4053.8;11540
0139 Upplands-Bro;kvinnor;1991;876.0;7802
0139 Upplands-Bro;kvinnor;1992;893.5;7747
0139 Upplands-Bro;kvinnor;1993;910.4;7642
0139 Upplands-Bro;kvinnor;1994;950.6;7659
0139 Upplands-Bro;kvinnor;1995;997.4;7710
0139 Upplands-Bro;kvinnor;1996;1041.2;7817
0139 Upplands-Bro;kvinnor;1997;1085.7;7898
0139 Upplands-Bro;kvinnor;1998;1150.2;7968
0139 Upplands-Bro;kvinnor;1999;1237.7;8091
0139 Upplands-Bro;kvinnor;2000;1307.4;8099
0139 Upplands-Bro;kvinnor;2001;1389.3;8210
0139 Upplands-Bro;kvinnor;2002;1452.1;8291
0139 Upplands-Bro;kvinnor;2003;1516.1;8325
0139 Upplands-Bro;kvinnor;2004;1547.9;8457
0139 Upplands-Bro;kvinnor;2005;1586.2;8521
0139 Upplands-Bro;kvinnor;2006;1657.4;8698
0139 Upplands-Bro;kvinnor;2007;1763.4;8890
0139 Upplands-Bro;kvinnor;2008;1872.6;9086
0139 Upplands-Bro;kvinnor;2009;1933.6;9286
0139 Upplands-Bro;kvinnor;2010;2000.6;9457
0139 Upplands-Bro;kvinnor;2011;2069.6;9557
0139 Upplands-Bro;kvinnor;2012;2160.9;9651
0139 Upplands-Bro;kvinnor;2013;2260.3;9802
0139 Upplands-Bro;kvinnor;2014;2350.1;10000
0139 Upplands-Bro;kvinnor;2015;2428.4;10080
0139 Upplands-Bro;kvinnor;2016;2588.9;10378
0139 Upplands-Bro;kvinnor;2017;2756.0;10670
0139 Upplands-Bro;kvinnor;2018;2899.6;11051
0139 Upplands-Bro;kvinnor;2019;3026.8;11238
0140 Nykvarn;män;1991;..;..
0140 Nykvarn;män;1992;..;..
0140 Nykvarn;män;1993;..;..
0140 Nykvarn;män;1994;..;..
0140 Nykvarn;män;1995;..;..
0140 Nykvarn;män;1996;..;..
0140 Nykvarn;män;1997;..;..
0140 Nykvarn;män;1998;650.2;2938
0140 Nykvarn;män;1999;687.1;2994
0140 Nykvarn;män;2000;747.2;3055
0140 Nykvarn;män;2001;794.5;3091
0140 Nykvarn;män;2002;819.2;3121
0140 Nykvarn;män;2003;838.8;3139
0140 Nykvarn;män;2004;880.8;3181
0140 Nykvarn;män;2005;914.6;3205
0140 Nykvarn;män;2006;966.1;3330
0140 Nykvarn;män;2007;1063.1;3428
0140 Nykvarn;män;2008;1123.2;3468
0140 Nykvarn;män;2009;1108.0;3530
0140 Nykvarn;män;2010;1170.5;3597
0140 Nykvarn;män;2011;1203.7;3620
0140 Nykvarn;män;2012;1237.1;3664
0140 Nykvarn;män;2013;1265.4;3714
0140 Nykvarn;män;2014;1340.1;3838
0140 Nykvarn;män;2015;1437.3;3977
0140 Nykvarn;män;2016;1511.0;4085
0140 Nykvarn;män;2017;1592.6;4163
0140 Nykvarn;män;2018;1673.1;4282
0140 Nykvarn;män;2019;1723.3;4361
0140 Nykvarn;kvinnor;1991;..;..
0140 Nykvarn;kvinnor;1992;..;..
0140 Nykvarn;kvinnor;1993;..;..
0140 Nykvarn;kvinnor;1994;..;..
0140 Nykvarn;kvinnor;1995;..;..
0140 Nykvarn;kvinnor;1996;..;..
0140 Nykvarn;kvinnor;1997;..;..
0140 Nykvarn;kvinnor;1998;433.8;2862
0140 Nykvarn;kvinnor;1999;465.3;2890
0140 Nykvarn;kvinnor;2000;494.5;2936
0140 Nykvarn;kvinnor;2001;528.8;2953
0140 Nykvarn;kvinnor;2002;557.7;3033
0140 Nykvarn;kvinnor;2003;582.9;3064
0140 Nykvarn;kvinnor;2004;611.8;3112
0140 Nykvarn;kvinnor;2005;632.1;3118
0140 Nykvarn;kvinnor;2006;682.1;3224
0140 Nykvarn;kvinnor;2007;731.9;3373
0140 Nykvarn;kvinnor;2008;777.0;3421
0140 Nykvarn;kvinnor;2009;800.3;3476
0140 Nykvarn;kvinnor;2010;832.8;3536
0140 Nykvarn;kvinnor;2011;863.3;3558
0140 Nykvarn;kvinnor;2012;917.4;3599
0140 Nykvarn;kvinnor;2013;951.1;3612
0140 Nykvarn;kvinnor;2014;1000.3;3717
0140 Nykvarn;kvinnor;2015;1061.4;3839
0140 Nykvarn;kvinnor;2016;1127.3;3918
0140 Nykvarn;kvinnor;2017;1180.0;4018
0140 Nykvarn;kvinnor;2018;1249.9;4110
0140 Nykvarn;kvinnor;2019;1313.3;4138
0160 Täby;män;1991;4815.3;21771
0160 Täby;män;1992;4869.0;21997
0160 Täby;män;1993;5119.0;22226
0160 Täby;män;1994;5508.6;22366
0160 Täby;män;1995;5614.2;22469
0160 Täby;män;1996;6007.4;22762
0160 Täby;män;1997;6350.4;22928
0160 Täby;män;1998;6779.4;23125
0160 Täby;män;1999;7115.8;23079
0160 Täby;män;2000;7699.2;22993
0160 Täby;män;2001;8061.1;23002
0160 Täby;män;2002;8060.9;22948
0160 Täby;män;2003;8032.4;22866
0160 Täby;män;2004;8178.6;22852
0160 Täby;män;2005;8497.2;22863
0160 Täby;män;2006;8849.7;23025
0160 Täby;män;2007;9435.0;23340
0160 Täby;män;2008;9931.9;23604
0160 Täby;män;2009;9932.1;24009
0160 Täby;män;2010;10218.6;24315
0160 Täby;män;2011;10594.2;24653
0160 Täby;män;2012;10871.7;24920
0160 Täby;män;2013;11231.2;25241
0160 Täby;män;2014;11655.1;25645
0160 Täby;män;2015;12091.8;26049
0160 Täby;män;2016;12609.6;26559
0160 Täby;män;2017;13100.7;27032
0160 Täby;män;2018;13659.7;27526
0160 Täby;män;2019;14146.7;27841
0160 Täby;kvinnor;1991;2881.2;22850
0160 Täby;kvinnor;1992;2977.8;22975
0160 Täby;kvinnor;1993;3149.4;23257
0160 Täby;kvinnor;1994;3351.5;23525
0160 Täby;kvinnor;1995;3469.8;23565
0160 Täby;kvinnor;1996;3688.2;23851
0160 Täby;kvinnor;1997;3862.3;23962
0160 Täby;kvinnor;1998;4106.8;24163
0160 Täby;kvinnor;1999;4369.4;24201
0160 Täby;kvinnor;2000;4623.8;24139
0160 Täby;kvinnor;2001;4876.7;24183
0160 Täby;kvinnor;2002;5031.4;24178
0160 Täby;kvinnor;2003;5178.4;24120
0160 Täby;kvinnor;2004;5360.9;24312
0160 Täby;kvinnor;2005;5558.7;24361
0160 Täby;kvinnor;2006;5807.8;24521
0160 Täby;kvinnor;2007;6170.6;24790
0160 Täby;kvinnor;2008;6527.8;25155
0160 Täby;kvinnor;2009;6730.2;25341
0160 Täby;kvinnor;2010;6956.2;25694
0160 Täby;kvinnor;2011;7268.3;25966
0160 Täby;kvinnor;2012;7629.1;26247
0160 Täby;kvinnor;2013;7986.6;26591
0160 Täby;kvinnor;2014;8354.5;26969
0160 Täby;kvinnor;2015;8702.7;27221
0160 Täby;kvinnor;2016;9077.1;27584
0160 Täby;kvinnor;2017;9524.7;27938
0160 Täby;kvinnor;2018;9977.8;28413
0160 Täby;kvinnor;2019;10369.2;28707
0162 Danderyd;män;1991;2792.9;10521
0162 Danderyd;män;1992;2848.0;10473
0162 Danderyd;män;1993;3031.7;10632
0162 Danderyd;män;1994;3406.6;10751
0162 Danderyd;män;1995;3329.5;10716
0162 Danderyd;män;1996;3583.3;10785
0162 Danderyd;män;1997;3871.7;10981
0162 Danderyd;män;1998;4182.5;11103
0162 Danderyd;män;1999;4381.7;11051
0162 Danderyd;män;2000;4891.6;10947
0162 Danderyd;män;2001;5139.0;10968
0162 Danderyd;män;2002;5196.6;11016
0162 Danderyd;män;2003;5020.6;10903
0162 Danderyd;män;2004;5211.3;10948
0162 Danderyd;män;2005;5454.1;11036
0162 Danderyd;män;2006;5726.7;11084
0162 Danderyd;män;2007;6154.8;11173
0162 Danderyd;män;2008;6363.6;11220
0162 Danderyd;män;2009;6241.0;11312
0162 Danderyd;män;2010;6558.0;11420
0162 Danderyd;män;2011;6758.6;11562
0162 Danderyd;män;2012;6779.3;11684
0162 Danderyd;män;2013;6935.7;11833
0162 Danderyd;män;2014;7202.5;11904
0162 Danderyd;män;2015;7465.9;12022
0162 Danderyd;män;2016;7720.1;12141
0162 Danderyd;män;2017;7889.5;12352
0162 Danderyd;män;2018;8417.0;12526
0162 Danderyd;män;2019;8914.5;12430
0162 Danderyd;kvinnor;1991;1548.8;11969
0162 Danderyd;kvinnor;1992;1606.1;11956
0162 Danderyd;kvinnor;1993;1694.5;12094
0162 Danderyd;kvinnor;1994;1811.7;12236
0162 Danderyd;kvinnor;1995;1874.6;12217
0162 Danderyd;kvinnor;1996;1967.1;12198
0162 Danderyd;kvinnor;1997;2084.3;12282
0162 Danderyd;kvinnor;1998;2219.3;12365
0162 Danderyd;kvinnor;1999;2362.2;12325
0162 Danderyd;kvinnor;2000;2528.8;12317
0162 Danderyd;kvinnor;2001;2658.8;12226
0162 Danderyd;kvinnor;2002;2752.2;12194
0162 Danderyd;kvinnor;2003;2833.4;12219
0162 Danderyd;kvinnor;2004;2938.3;12225
0162 Danderyd;kvinnor;2005;3073.8;12235
0162 Danderyd;kvinnor;2006;3250.9;12289
0162 Danderyd;kvinnor;2007;3492.9;12392
0162 Danderyd;kvinnor;2008;3644.0;12445
0162 Danderyd;kvinnor;2009;3767.3;12619
0162 Danderyd;kvinnor;2010;3857.1;12648
0162 Danderyd;kvinnor;2011;4023.0;12862
0162 Danderyd;kvinnor;2012;4194.4;12920
0162 Danderyd;kvinnor;2013;4421.6;13056
0162 Danderyd;kvinnor;2014;4575.1;12999
0162 Danderyd;kvinnor;2015;4706.2;13004
0162 Danderyd;kvinnor;2016;4912.4;13069
0162 Danderyd;kvinnor;2017;5077.6;13163
0162 Danderyd;kvinnor;2018;5313.8;13316
0162 Danderyd;kvinnor;2019;5507.7;13222
0163 Sollentuna;män;1991;3861.4;19796
0163 Sollentuna;män;1992;3917.3;19962
0163 Sollentuna;män;1993;4067.6;20102
0163 Sollentuna;män;1994;4383.7;20274
0163 Sollentuna;män;1995;4528.5;20441
0163 Sollentuna;män;1996;4821.9;20822
0163 Sollentuna;män;1997;5121.6;21130
0163 Sollentuna;män;1998;5479.1;21471
0163 Sollentuna;män;1999;6023.5;21582
0163 Sollentuna;män;2000;6362.9;21779
0163 Sollentuna;män;2001;6688.2;21935
0163 Sollentuna;män;2002;6791.7;22086
0163 Sollentuna;män;2003;6840.3;22154
0163 Sollentuna;män;2004;6909.4;22106
0163 Sollentuna;män;2005;7211.8;22268
0163 Sollentuna;män;2006;7556.4;22694
0163 Sollentuna;män;2007;8079.2;23047
0163 Sollentuna;män;2008;8542.5;23415
0163 Sollentuna;män;2009;8703.0;24052
0163 Sollentuna;män;2010;8951.0;24570
0163 Sollentuna;män;2011;9396.9;25138
0163 Sollentuna;män;2012;9790.9;25558
0163 Sollentuna;män;2013;10136.5;25942
0163 Sollentuna;män;2014;10550.4;26450
0163 Sollentuna;män;2015;10993.3;26812
0163 Sollentuna;män;2016;11347.0;27200
0163 Sollentuna;män;2017;11708.4;27665
0163 Sollentuna;män;2018;12189.1;28126
0163 Sollentuna;män;2019;12691.9;28653
0163 Sollentuna;kvinnor;1991;2544.4;20713
0163 Sollentuna;kvinnor;1992;2640.9;20961
0163 Sollentuna;kvinnor;1993;2774.9;21145
0163 Sollentuna;kvinnor;1994;2923.5;21401
0163 Sollentuna;kvinnor;1995;3040.3;21659
0163 Sollentuna;kvinnor;1996;3249.8;21992
0163 Sollentuna;kvinnor;1997;3426.9;22271
0163 Sollentuna;kvinnor;1998;3665.5;22571
0163 Sollentuna;kvinnor;1999;3933.5;22790
0163 Sollentuna;kvinnor;2000;4194.1;23035
0163 Sollentuna;kvinnor;2001;4473.9;23137
0163 Sollentuna;kvinnor;2002;4623.4;23181
0163 Sollentuna;kvinnor;2003;4817.2;23267
0163 Sollentuna;kvinnor;2004;4938.3;23236
0163 Sollentuna;kvinnor;2005;5158.0;23370
0163 Sollentuna;kvinnor;2006;5457.5;23816
0163 Sollentuna;kvinnor;2007;5768.4;24122
0163 Sollentuna;kvinnor;2008;6102.2;24374
0163 Sollentuna;kvinnor;2009;6348.1;24901
0163 Sollentuna;kvinnor;2010;6607.9;25454
0163 Sollentuna;kvinnor;2011;6967.6;25959
0163 Sollentuna;kvinnor;2012;7266.8;26266
0163 Sollentuna;kvinnor;2013;7644.9;26810
0163 Sollentuna;kvinnor;2014;7973.8;27261
0163 Sollentuna;kvinnor;2015;8386.5;27662
0163 Sollentuna;kvinnor;2016;8752.2;27883
0163 Sollentuna;kvinnor;2017;9100.5;28189
0163 Sollentuna;kvinnor;2018;9393.5;28410
0163 Sollentuna;kvinnor;2019;9783.0;28926
0180 Stockholm;män;1991;45759.8;264789
0180 Stockholm;män;1992;46411.4;266267
0180 Stockholm;män;1993;47902.7;269412
0180 Stockholm;män;1994;50947.1;273754
0180 Stockholm;män;1995;52517.1;277055
0180 Stockholm;män;1996;55543.8;280765
0180 Stockholm;män;1997;58486.6;284914
0180 Stockholm;män;1998;62505.9;289268
0180 Stockholm;män;1999;67136.0;293237
0180 Stockholm;män;2000;73243.2;296846
0180 Stockholm;män;2001;78016.6;299245
0180 Stockholm;män;2002;79014.3;300999
0180 Stockholm;män;2003;79540.0;302712
0180 Stockholm;män;2004;81354.3;304447
0180 Stockholm;män;2005;84866.3;307569
0180 Stockholm;män;2006;89284.1;313349
0180 Stockholm;män;2007;95691.3;319397
0180 Stockholm;män;2008;101809.9;325647
0180 Stockholm;män;2009;103918.6;333621
0180 Stockholm;män;2010;108211.5;340465
0180 Stockholm;män;2011;114563.8;347558
0180 Stockholm;män;2012;120122.4;354148
0180 Stockholm;män;2013;125202.5;360268
0180 Stockholm;män;2014;130523.4;365943
0180 Stockholm;män;2015;136975.0;369958
0180 Stockholm;män;2016;143295.7;374997
0180 Stockholm;män;2017;149098.8;381277
0180 Stockholm;män;2018;156698.0;386664
0180 Stockholm;män;2019;163082.9;391887
0180 Stockholm;kvinnor;1991;36902.0;308553
0180 Stockholm;kvinnor;1992;38139.0;309019
0180 Stockholm;kvinnor;1993;39610.9;310717
0180 Stockholm;kvinnor;1994;41339.0;313390
0180 Stockholm;kvinnor;1995;42842.5;315830
0180 Stockholm;kvinnor;1996;44939.4;318104
0180 Stockholm;kvinnor;1997;46950.8;321318
0180 Stockholm;kvinnor;1998;49774.4;324398
0180 Stockholm;kvinnor;1999;53136.5;326775
0180 Stockholm;kvinnor;2000;56408.4;328396
0180 Stockholm;kvinnor;2001;60005.1;329655
0180 Stockholm;kvinnor;2002;62173.9;329981
0180 Stockholm;kvinnor;2003;64425.8;330818
0180 Stockholm;kvinnor;2004;66156.9;331511
0180 Stockholm;kvinnor;2005;68520.5;333625
0180 Stockholm;kvinnor;2006;72057.4;337880
0180 Stockholm;kvinnor;2007;76218.4;342066
0180 Stockholm;kvinnor;2008;81011.9;347833
0180 Stockholm;kvinnor;2009;84196.2;355017
0180 Stockholm;kvinnor;2010;87342.8;361377
0180 Stockholm;kvinnor;2011;91752.9;367279
0180 Stockholm;kvinnor;2012;96792.3;373210
0180 Stockholm;kvinnor;2013;101318.9;378532
0180 Stockholm;kvinnor;2014;105603.7;383193
0180 Stockholm;kvinnor;2015;110971.5;387193
0180 Stockholm;kvinnor;2016;116237.8;391398
0180 Stockholm;kvinnor;2017;121682.1;396362
0180 Stockholm;kvinnor;2018;127321.5;400977
0180 Stockholm;kvinnor;2019;132888.0;405905
0181 Södertälje;män;1991;5089.1;32509
0181 Södertälje;män;1992;5159.9;32369
0181 Södertälje;män;1993;5235.7;32074
0181 Södertälje;män;1994;5362.1;32022
0181 Södertälje;män;1995;5533.7;32178
0181 Södertälje;män;1996;5787.4;32346
0181 Södertälje;män;1997;5964.6;32522
0181 Södertälje;män;1998;5620.6;29866
0181 Södertälje;män;1999;5904.7;30253
0181 Södertälje;män;2000;6245.1;30754
0181 Södertälje;män;2001;6630.2;31204
0181 Södertälje;män;2002;6859.7;31499
0181 Södertälje;män;2003;7048.3;31698
0181 Södertälje;män;2004;7215.6;31850
0181 Södertälje;män;2005;7358.0;32067
0181 Södertälje;män;2006;7619.6;32648
0181 Södertälje;män;2007;8063.1;33538
0181 Södertälje;män;2008;8416.6;34065
0181 Södertälje;män;2009;8237.7;34356
0181 Södertälje;män;2010;8537.4;34846
0181 Södertälje;män;2011;9010.0;35366
0181 Södertälje;män;2012;9411.7;36129
0181 Södertälje;män;2013;9690.0;36789
0181 Södertälje;män;2014;9918.8;37284
0181 Södertälje;män;2015;10420.5;37808
0181 Södertälje;män;2016;10910.2;38617
0181 Södertälje;män;2017;11510.1;39172
0181 Södertälje;män;2018;12168.9;39887
0181 Södertälje;män;2019;12618.6;40649
0181 Södertälje;kvinnor;1991;3433.6;32506
0181 Södertälje;kvinnor;1992;3553.6;32440
0181 Södertälje;kvinnor;1993;3694.2;32296
0181 Södertälje;kvinnor;1994;3816.6;32436
0181 Södertälje;kvinnor;1995;3940.5;32620
0181 Södertälje;kvinnor;1996;4111.6;32742
0181 Södertälje;kvinnor;1997;4292.2;32940
0181 Södertälje;kvinnor;1998;4111.1;30384
0181 Södertälje;kvinnor;1999;4347.0;30673
0181 Södertälje;kvinnor;2000;4574.9;31196
0181 Södertälje;kvinnor;2001;4887.7;31520
0181 Södertälje;kvinnor;2002;5114.9;31914
0181 Södertälje;kvinnor;2003;5339.7;32103
0181 Södertälje;kvinnor;2004;5513.8;32266
0181 Södertälje;kvinnor;2005;5612.5;32344
0181 Södertälje;kvinnor;2006;5805.3;32887
0181 Södertälje;kvinnor;2007;6054.4;33549
0181 Södertälje;kvinnor;2008;6312.4;34047
0181 Södertälje;kvinnor;2009;6343.7;34345
0181 Södertälje;kvinnor;2010;6476.2;34674
0181 Södertälje;kvinnor;2011;6731.6;35229
0181 Södertälje;kvinnor;2012;7078.4;35796
0181 Södertälje;kvinnor;2013;7372.9;36291
0181 Södertälje;kvinnor;2014;7532.0;36697
0181 Södertälje;kvinnor;2015;7766.5;36932
0181 Södertälje;kvinnor;2016;8102.9;37353
0181 Södertälje;kvinnor;2017;8477.8;37907
0181 Södertälje;kvinnor;2018;8890.7;38244
0181 Södertälje;kvinnor;2019;9244.7;38822
0182 Nacka;män;1991;4843.7;24960
0182 Nacka;män;1992;4945.0;25216
0182 Nacka;män;1993;5174.5;25554
0182 Nacka;män;1994;5636.8;26125
0182 Nacka;män;1995;5724.1;26422
0182 Nacka;män;1996;6106.9;26738
0182 Nacka;män;1997;6465.7;27056
0182 Nacka;män;1998;6866.9;27359
0182 Nacka;män;1999;7371.7;27660
0182 Nacka;män;2000;8135.9;28060
0182 Nacka;män;2001;8758.8;28400
0182 Nacka;män;2002;8922.9;28698
0182 Nacka;män;2003;9007.8;28955
0182 Nacka;män;2004;9360.9;29397
0182 Nacka;män;2005;9951.7;29992
0182 Nacka;män;2006;10574.3;30927
0182 Nacka;män;2007;11487.7;31726
0182 Nacka;män;2008;12069.6;32329
0182 Nacka;män;2009;12354.9;33255
0182 Nacka;män;2010;12823.5;33967
0182 Nacka;män;2011;13454.1;34568
0182 Nacka;män;2012;13905.6;35025
0182 Nacka;män;2013;14374.9;35619
0182 Nacka;män;2014;15086.3;36281
0182 Nacka;män;2015;15721.5;36873
0182 Nacka;män;2016;16416.5;37406
0182 Nacka;män;2017;17006.8;38138
0182 Nacka;män;2018;18002.2;39292
0182 Nacka;män;2019;18817.4;40025
0182 Nacka;kvinnor;1991;3298.6;26471
0182 Nacka;kvinnor;1992;3432.9;26764
0182 Nacka;kvinnor;1993;3614.6;27090
0182 Nacka;kvinnor;1994;3872.8;27681
0182 Nacka;kvinnor;1995;4005.5;28076
0182 Nacka;kvinnor;1996;4238.5;28488
0182 Nacka;kvinnor;1997;4459.7;28895
0182 Nacka;kvinnor;1998;4774.6;29213
0182 Nacka;kvinnor;1999;5088.4;29542
0182 Nacka;kvinnor;2000;5427.9;29982
0182 Nacka;kvinnor;2001;5816.2;30245
0182 Nacka;kvinnor;2002;6108.8;30532
0182 Nacka;kvinnor;2003;6395.7;30843
0182 Nacka;kvinnor;2004;6701.0;31290
0182 Nacka;kvinnor;2005;7074.5;31877
0182 Nacka;kvinnor;2006;7521.7;32733
0182 Nacka;kvinnor;2007;8079.4;33546
0182 Nacka;kvinnor;2008;8532.3;34084
0182 Nacka;kvinnor;2009;8950.2;35072
0182 Nacka;kvinnor;2010;9341.6;35860
0182 Nacka;kvinnor;2011;9836.3;36474
0182 Nacka;kvinnor;2012;10372.6;36988
0182 Nacka;kvinnor;2013;10858.7;37517
0182 Nacka;kvinnor;2014;11400.1;38079
0182 Nacka;kvinnor;2015;12027.4;38688
0182 Nacka;kvinnor;2016;12647.9;39222
0182 Nacka;kvinnor;2017;13264.5;39850
0182 Nacka;kvinnor;2018;13976.2;40979
0182 Nacka;kvinnor;2019;14655.2;41563
0183 Sundbyberg;män;1991;2007.6;12389
0183 Sundbyberg;män;1992;1984.3;12215
0183 Sundbyberg;män;1993;2004.0;12340
0183 Sundbyberg;män;1994;2088.0;12424
0183 Sundbyberg;män;1995;2213.2;12649
0183 Sundbyberg;män;1996;2337.4;12873
0183 Sundbyberg;män;1997;2498.1;13085
0183 Sundbyberg;män;1998;2695.5;13340
0183 Sundbyberg;män;1999;2932.2;13557
0183 Sundbyberg;män;2000;3195.7;13736
0183 Sundbyberg;män;2001;3380.9;13736
0183 Sundbyberg;män;2002;3379.0;13635
0183 Sundbyberg;män;2003;3381.4;13630
0183 Sundbyberg;män;2004;3424.3;13677
0183 Sundbyberg;män;2005;3516.7;13877
0183 Sundbyberg;män;2006;3645.8;14130
0183 Sundbyberg;män;2007;3875.4;14406
0183 Sundbyberg;män;2008;4129.3;14875
0183 Sundbyberg;män;2009;4315.6;15548
0183 Sundbyberg;män;2010;4490.6;15894
0183 Sundbyberg;män;2011;4770.6;16251
0183 Sundbyberg;män;2012;5042.8;16597
0183 Sundbyberg;män;2013;5394.1;17328
0183 Sundbyberg;män;2014;5754.9;17963
0183 Sundbyberg;män;2015;6264.8;18847
0183 Sundbyberg;män;2016;6766.1;19531
0183 Sundbyberg;män;2017;7272.8;20234
0183 Sundbyberg;män;2018;7732.0;20721
0183 Sundbyberg;män;2019;8294.9;21478
0183 Sundbyberg;kvinnor;1991;1604.9;13551
0183 Sundbyberg;kvinnor;1992;1616.2;13389
0183 Sundbyberg;kvinnor;1993;1668.3;13444
0183 Sundbyberg;kvinnor;1994;1754.0;13639
0183 Sundbyberg;kvinnor;1995;1834.2;13761
0183 Sundbyberg;kvinnor;1996;1945.3;14003
0183 Sundbyberg;kvinnor;1997;2030.6;14063
0183 Sundbyberg;kvinnor;1998;2172.3;14216
0183 Sundbyberg;kvinnor;1999;2354.7;14507
0183 Sundbyberg;kvinnor;2000;2515.9;14729
0183 Sundbyberg;kvinnor;2001;2667.5;14728
0183 Sundbyberg;kvinnor;2002;2722.4;14629
0183 Sundbyberg;kvinnor;2003;2789.0;14591
0183 Sundbyberg;kvinnor;2004;2829.5;14580
0183 Sundbyberg;kvinnor;2005;2873.4;14583
0183 Sundbyberg;kvinnor;2006;2988.0;14780
0183 Sundbyberg;kvinnor;2007;3154.7;14969
0183 Sundbyberg;kvinnor;2008;3364.8;15313
0183 Sundbyberg;kvinnor;2009;3563.8;15980
0183 Sundbyberg;kvinnor;2010;3699.2;16276
0183 Sundbyberg;kvinnor;2011;3864.3;16531
0183 Sundbyberg;kvinnor;2012;4136.7;17010
